,m1,m2,f_kepler,f_contact
0,2.375904689985985,2.198520984483628,984.9513591578905,1969.902718315781
1,1.8674697086212129,1.0908579515031276,792.0810680892203,1584.1621361784405
2,1.088249629023187,1.736503396750721,773.9924731399267,1547.9849462798534
3,2.67485779484979,1.3317669916999597,921.7981512238697,1843.5963024477394
4,2.7733647422038885,2.6157144056229344,1069.064176817633,2138.128353635266
5,1.1749695785045324,2.373081665844026,867.443981013175,1734.88796202635
6,1.7936914969334916,1.3153629007604986,812.0086515034675,1624.017303006935
7,1.92925727115612,2.9664465823840427,1018.9527964618907,2037.9055929237813
8,1.2195873793285406,2.210984650162358,852.962164445253,1705.924328890506
9,2.4277540526821233,2.2332942969914065,994.2332887684504,1988.4665775369008
10,1.826084208968771,1.51137928381861,841.3074950171467,1682.6149900342934
11,2.0358749692181015,2.547087854057155,985.8700271331575,1971.740054266315
12,2.297929265217196,2.269256358252063,984.1715976692237,1968.3431953384475
13,2.2040788832915403,2.6770311130845936,1017.4329383795001,2034.8658767590002
14,2.207199690521408,1.1210787666070918,840.1490159266673,1680.2980318533346
15,1.9086226104934796,2.1653671085180393,929.5151237755869,1859.0302475511737
16,2.4377018438622704,1.9203475620141537,961.3744386001102,1922.7488772002205
17,1.9551400886186723,1.6573478292630373,875.2854268084366,1750.5708536168731
18,1.6147170167931206,2.9292717035960383,981.669094249902,1963.338188499804
19,1.8798310384496457,2.191694881125878,929.2340129544508,1858.4680259089016
20,2.1125274726980665,2.025080893843869,936.7445752421411,1873.4891504842822
21,2.938055049545314,2.551197155204568,1078.954395335733,2157.908790671466
22,1.4256778641645558,1.4798646623974987,784.982751775432,1569.965503550864
23,2.1667826382933884,2.3247328655820647,975.9845608966772,1951.9691217933544
24,1.2004474353347792,2.0125117405573203,825.4658287133154,1650.9316574266309
25,1.4049287441298455,2.5189706592814582,912.2322642388982,1824.4645284777964
26,2.648136469960683,1.4940558494720375,937.2633295537845,1874.526659107569
27,2.644008203239522,2.526501193198197,1047.1602832474944,2094.3205664949887
28,2.925311618269856,1.1463406603684323,929.2484321464558,1858.4968642929116
29,1.787189841497548,1.6651401119979068,855.662785839203,1711.325571678406
30,2.8414975228602963,2.0426608229865346,1017.7505922612023,2035.5011845224046
31,2.701914460244779,1.4081845620609172,933.6253573189279,1867.2507146378557
32,2.7432322277748744,2.4162435852210304,1046.0423952480066,2092.0847904960133
33,2.878076239994595,1.144895749025066,923.6767251772758,1847.3534503545516
34,1.2429004547351428,1.9252477321451662,819.689250223102,1639.378500446204
35,1.4462757162089488,1.494845646695305,789.7742483751582,1579.5484967503164
36,2.824132093034281,1.8613323356641756,996.8339452389803,1993.6678904779606
37,2.0889546936912504,1.2303001244464418,839.0093356027651,1678.0186712055302
38,1.450898315763125,1.8974146658516888,842.6738545518951,1685.3477091037903
39,2.0230498962821404,1.113956026021987,815.650610062452,1631.301220124904
40,1.8427557310980969,2.853937926533302,998.0277412922853,1996.0554825845707
41,2.7009653323962546,2.8699722945468578,1086.9526960233297,2173.9053920466595
42,2.5695802905647698,1.2482897589187243,899.8229529276556,1799.6459058553112
43,2.683186693592297,1.5570919248040787,948.2955073226142,1896.5910146452284
44,1.2135256702912982,2.507700386650508,888.3610785849069,1776.7221571698137
45,1.350605807079737,2.455036987280037,898.3808938802083,1796.7617877604166
46,2.1308105070940684,1.130027564873931,831.5935506448448,1663.1871012896895
47,2.2327121028987933,2.491941381612052,1000.9940063186049,2001.9880126372097
48,1.9417568058114383,2.102650817600881,926.1342729897902,1852.2685459795805
49,2.761540324102512,2.302307936217074,1036.3031965670625,2072.606393134125
50,2.5825597215968794,1.9596430939914842,981.4761646510424,1962.9523293020848
51,2.7198970844267265,1.9381290568109841,993.9109077033539,1987.8218154067079
52,2.3147711876800514,1.822963028039507,936.7588211092684,1873.5176422185368
53,1.2933124385380508,1.1632638756771194,721.7912718766338,1443.5825437532676
54,1.1394115365212127,1.678855348052433,773.1033494588614,1546.2066989177229
55,1.884010831659789,2.716410142038839,987.7460086626035,1975.492017325207
56,2.4922082805762287,2.52767810324674,1031.795049788365,2063.59009957673
57,2.0775871873526897,2.1582749618074937,947.8015292830196,1895.6030585660392
58,2.4321067559747482,2.1901083441014952,990.0829280440654,1980.1658560881308
59,1.6674908213489918,2.275783115837293,914.4815971017766,1828.9631942035533
60,1.944886661612442,2.7269710914266736,995.3854807437655,1990.770961487531
61,2.0929580693972127,1.9202140048274177,922.5510061108256,1845.1020122216512
62,1.3181823041571854,1.731919524483225,804.273325930803,1608.546651861606
63,2.212196965913282,2.668797769984944,1017.4209256919045,2034.841851383809
64,2.051639137361751,1.1042559339809221,818.1026013973916,1636.2052027947832
65,1.3546512151392547,1.272275976004049,746.3980807186808,1492.7961614373617
66,1.8686146634319996,2.6833672553125236,982.5321276539461,1965.0642553078922
67,2.8661608061278354,2.069499693192827,1023.1024756509611,2046.2049513019222
68,2.2880837631239874,2.649220616696635,1023.2728396976783,2046.5456793953565
69,1.6137350695600357,1.7369931122481423,842.9777178986567,1685.9554357973134
70,1.731175404403061,2.003810265623867,890.0019660185826,1780.0039320371652
71,2.4563641545184947,2.6569653706872796,1041.3539933340667,2082.7079866681333
72,2.811188822107283,1.6626306372187918,974.0600310422526,1948.1200620845052
73,1.5019258882418098,1.8118402628339836,838.3153623407802,1676.6307246815604
74,1.4964763861259898,1.2997528504238813,770.0747476043027,1540.1494952086055
75,2.985513700691727,2.3259999963680538,1061.34272880701,2122.68545761402
76,2.3742233563038173,1.1202823211026933,860.8735633882368,1721.7471267764736
77,2.0974714745851495,2.169758166965851,951.3043959337263,1902.6087918674525
78,2.4655268383188846,1.158372995339266,876.6668580581415,1753.333716116283
79,2.903921120065049,2.9599459990455848,1115.1635254297425,2230.327050859485
80,2.9988945241643643,1.3052753737642764,955.4131158960676,1910.826231792135
81,1.4996576825490513,2.2989084803688282,897.5452310186354,1795.0904620372708
82,1.2918822206865563,2.90292323008178,943.1969937924429,1886.3939875848857
83,1.434106354022271,2.785792326162019,946.0138787652281,1892.0277575304563
84,1.47898088772751,2.727040604710937,944.4571088175271,1888.9142176350542
85,2.732827105100765,2.5257610397846424,1056.0417182255637,2112.0834364511275
86,2.498668272938316,1.4176720054645224,911.3531639831367,1822.7063279662734
87,2.270154885688344,2.6136614177288617,1017.714954598008,2035.429909196016
88,2.5613778274863512,2.6303606220538676,1049.3077940724738,2098.6155881449477
89,2.009287638067188,1.2788647179870634,835.0691930460175,1670.138386092035
90,1.6419951690847128,1.3648317614852732,798.5474215635799,1597.0948431271597
91,1.8871285456702085,2.795787602889476,996.562834694577,1993.125669389154
92,1.7134821128293762,1.1708228075387552,782.1086361772963,1564.2172723545925
93,2.24698587457178,2.7915164448770615,1033.7064531490855,2067.412906298171
94,1.3158937762569005,2.0995518500270696,851.0796061712771,1702.1592123425542
95,2.97408282893008,2.831850705363723,1109.6410788935177,2219.2821577870354
96,2.013119429362402,2.103268418924253,934.3393502350688,1868.6787004701375
97,2.3338972442859687,2.1481838337313337,974.9589945451289,1949.9179890902578
98,1.8372547441905867,2.689633845545334,979.8202238337284,1959.6404476674568
99,2.294588571263113,2.6931267398729752,1028.483490040076,2056.966980080152
100,2.7394647045714695,1.3754530401126133,934.172492986055,1868.34498597211
101,1.49765897304829,1.7360907062639037,828.1322455300694,1656.2644910601389
102,1.2422697289557862,1.3125931491734468,736.0889429766897,1472.1778859533795
103,2.723992793901303,1.6993080582981248,968.5448485844199,1937.0896971688398
104,1.7995396240849821,2.38126119269236,941.6212148721728,1883.2424297443456
105,2.142950639570662,1.4228288372534879,869.6084208080978,1739.2168416161956
